trajectory,probability,time_index,time,node,norm_X,X1,X2,X3
0,0.2,58,36.25,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,59,36.875,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,60,37.5,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,61,38.125,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,62,38.75,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,63,39.375,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,64,40.0,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,65,40.625,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,66,41.25,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,67,41.875,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,68,42.5,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,69,43.125,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,70,43.75,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,71,44.375,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,72,45.0,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,73,45.625,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,74,46.25,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,75,46.875,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,76,47.5,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,77,48.125,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,78,48.75,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,79,49.375,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
0,0.2,80,50.0,p20,0.6231824551473188,-0.2453445089195333,-0.4398467510711359,-0.3670112803697448
1,0.07999999999999999,0,0.0,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
1,0.07999999999999999,1,0.625,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
1,0.07999999999999999,2,1.25,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
1,0.07999999999999999,3,1.875,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
1,0.07999999999999999,4,2.5,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
1,0.07999999999999999,5,3.125,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
1,0.07999999999999999,6,3.75,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
1,0.07999999999999999,7,4.375,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
1,0.07999999999999999,8,5.0,p30,0.9406875189001803,-0.7823372105976002,0.5101834447767564,-0.11204619495844376
1,0.07999999999999999,9,5.625,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,10,6.25,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,11,6.875,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,12,7.5,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,13,8.125,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,14,8.75,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,15,9.375,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,16,10.0,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,17,10.625,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,18,11.25,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,19,11.875,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,20,12.5,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,21,13.125,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,22,13.75,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,23,14.375,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,24,15.0,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,25,15.625,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,26,16.25,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,27,16.875,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,28,17.5,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,29,18.125,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,30,18.75,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,31,19.375,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
1,0.07999999999999999,32,20.0,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,33,20.625,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,34,21.25,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,35,21.875,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,36,22.5,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,37,23.125,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,38,23.75,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,39,24.375,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,40,25.0,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,41,25.625,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,42,26.25,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,43,26.875,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,44,27.5,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,45,28.125,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,46,28.75,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,47,29.375,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,48,30.0,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,49,30.625,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,50,31.25,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,51,31.875,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,52,32.5,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,53,33.125,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,54,33.75,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,55,34.375,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,56,35.0,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,57,35.625,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,58,36.25,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,59,36.875,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,60,37.5,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,61,38.125,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,62,38.75,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,63,39.375,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,64,40.0,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,65,40.625,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,66,41.25,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,67,41.875,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,68,42.5,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,69,43.125,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,70,43.75,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,71,44.375,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,72,45.0,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,73,45.625,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,74,46.25,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,75,46.875,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,76,47.5,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,77,48.125,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,78,48.75,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,79,49.375,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
1,0.07999999999999999,80,50.0,p0,1.8767178341056205,-1.4004178554683842,1.1423701861040392,-0.5058557272939058
2,0.019999999999999997,0,0.0,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
2,0.019999999999999997,1,0.625,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
2,0.019999999999999997,2,1.25,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
2,0.019999999999999997,3,1.875,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
2,0.019999999999999997,4,2.5,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
2,0.019999999999999997,5,3.125,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
2,0.019999999999999997,6,3.75,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
2,0.019999999999999997,7,4.375,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
2,0.019999999999999997,8,5.0,p30,0.9406875189001803,-0.7823372105976002,0.5101834447767564,-0.11204619495844376
2,0.019999999999999997,9,5.625,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,10,6.25,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,11,6.875,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,12,7.5,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,13,8.125,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,14,8.75,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,15,9.375,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,16,10.0,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,17,10.625,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,18,11.25,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,19,11.875,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,20,12.5,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,21,13.125,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,22,13.75,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,23,14.375,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,24,15.0,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,25,15.625,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,26,16.25,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,27,16.875,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,28,17.5,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,29,18.125,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,30,18.75,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,31,19.375,p21,1.6979817502271695,-1.2443665492171405,1.1430702196468265,-0.16758397372810818
2,0.019999999999999997,32,20.0,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,33,20.625,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,34,21.25,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,35,21.875,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,36,22.5,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,37,23.125,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,38,23.75,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,39,24.375,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,40,25.0,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,41,25.625,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,42,26.25,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,43,26.875,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,44,27.5,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,45,28.125,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,46,28.75,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,47,29.375,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,48,30.0,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,49,30.625,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,50,31.25,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,51,31.875,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,52,32.5,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,53,33.125,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,54,33.75,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,55,34.375,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,56,35.0,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,57,35.625,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,58,36.25,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,59,36.875,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,60,37.5,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,61,38.125,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,62,38.75,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,63,39.375,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,64,40.0,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,65,40.625,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,66,41.25,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,67,41.875,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,68,42.5,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,69,43.125,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,70,43.75,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,71,44.375,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,72,45.0,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,73,45.625,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,74,46.25,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,75,46.875,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,76,47.5,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,77,48.125,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,78,48.75,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,79,49.375,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
2,0.019999999999999997,80,50.0,p55,1.7615437533383735,-0.6201613242121661,1.1458703538179755,1.1855030405350824
3,0.12,0,0.0,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
3,0.12,1,0.625,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
3,0.12,2,1.25,p76,8.777083671441753e-17,8.326672684688674e-17,0.0,-2.7755575615628914e-17
